UI Level 1,UI Level 2,Phoenix Ontology,Matrix,Matrix Type,Organism,Species,Lab Workflows,Supercategory,Inclusion List Filename,Historical Data Filename
Blood,Human,Plasma+EDTA plasma+Mammal+Human,Plasma,EDTA plasma,Mammal,Human,Osmolality Independent Biofluids,supercategory_1_human_blood,human_blood.csv,historic_data_lib208_supercategory_1_human_blood.csv
Blood,Human,Plasma+Heparinized plasma+Mammal+Human,Plasma,Heparinized plasma,Mammal,Human,Osmolality Independent Biofluids,supercategory_1_human_blood,human_blood.csv,historic_data_lib208_supercategory_1_human_blood.csv
Blood,Human,Plasma+Citrate plasma+Mammal+Human,Plasma,Citrate plasma,Mammal,Human,Osmolality Independent Biofluids,supercategory_1_human_blood,human_blood.csv,historic_data_lib208_supercategory_1_human_blood.csv
Blood,Human,Plasma+Peripheral collection device+Mammal+Human,Plasma,Peripheral collection device,Mammal,Human,Special Protocol,supercategory_1_human_blood,human_blood.csv,historic_data_lib208_supercategory_1_human_blood.csv
Blood,Human,Serum+Serum+Mammal+Human,Serum,Serum,Mammal,Human,Osmolality Independent Biofluids,supercategory_1_human_blood,human_blood.csv,historic_data_lib208_supercategory_1_human_blood.csv
Blood,Human,Serum+Card+Mammal+Human,Serum,Card,Mammal,Human,Dry Blood Spot,supercategory_1_human_blood,human_blood.csv,historic_data_lib208_supercategory_1_human_blood.csv
Blood,Human,Serum+Peripheral collection device+Mammal+Human,Serum,Peripheral collection device,Mammal,Human,Special Protocol,supercategory_1_human_blood,human_blood.csv,historic_data_lib208_supercategory_1_human_blood.csv
Blood,Human,Blood+Dried blood spot (DBS)+Mammal+Human,Blood,Dried blood spot (DBS),Mammal,Human,Dry Blood Spot,supercategory_1_human_blood,human_blood.csv,historic_data_lib208_supercategory_1_human_blood.csv
Blood,Human,Blood+Cord blood+Mammal+Human,Blood,Cord blood,Mammal,Human,Osmolality Independent Biofluids,supercategory_1_human_blood,human_blood.csv,historic_data_lib208_supercategory_1_human_blood.csv
Blood,Human,Blood+Platelets+Mammal+Human,Blood,Platelets,Mammal,Human,Osmolality Independent Biofluids,supercategory_1_human_blood,human_blood.csv,historic_data_lib208_supercategory_1_human_blood.csv
Blood,Human,Blood+Red blood cells+Mammal+Human,Blood,Red blood cells,Mammal,Human,Cells,supercategory_1_human_blood,human_blood.csv,historic_data_lib208_supercategory_1_human_blood.csv
Blood,Human,Blood+Whole blood+Mammal+Human,Blood,Whole blood,Mammal,Human,Osmolality Independent Biofluids,supercategory_1_human_blood,human_blood.csv,historic_data_lib208_supercategory_1_human_blood.csv
Blood,Human,Blood+Peripheral collection device+Mammal+Human,Blood,Peripheral collection device,Mammal,Human,Special Protocol,supercategory_1_human_blood,human_blood.csv,historic_data_lib208_supercategory_1_human_blood.csv
Blood,Other Mammal,Plasma+EDTA plasma+Mammal+Cow,Plasma,EDTA plasma,Mammal,Cow,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+EDTA plasma+Mammal+Dog,Plasma,EDTA plasma,Mammal,Dog,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+EDTA plasma+Mammal+Horse,Plasma,EDTA plasma,Mammal,Horse,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+EDTA plasma+Mammal+Cat,Plasma,EDTA plasma,Mammal,Cat,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+EDTA plasma+Mammal+Marine mammal,Plasma,EDTA plasma,Mammal,Marine mammal,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+EDTA plasma+Mammal+Pig,Plasma,EDTA plasma,Mammal,Pig,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+EDTA plasma+Mammal+Rabbit,Plasma,EDTA plasma,Mammal,Rabbit,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+EDTA plasma+Mammal+Sheep,Plasma,EDTA plasma,Mammal,Sheep,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Heparinized plasma+Mammal+Cow,Plasma,Heparinized plasma,Mammal,Cow,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Heparinized plasma+Mammal+Dog,Plasma,Heparinized plasma,Mammal,Dog,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Heparinized plasma+Mammal+Horse,Plasma,Heparinized plasma,Mammal,Horse,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Heparinized plasma+Mammal+Cat,Plasma,Heparinized plasma,Mammal,Cat,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Heparinized plasma+Mammal+Marine mammal,Plasma,Heparinized plasma,Mammal,Marine mammal,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Heparinized plasma+Mammal+Pig,Plasma,Heparinized plasma,Mammal,Pig,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Heparinized plasma+Mammal+Rabbit,Plasma,Heparinized plasma,Mammal,Rabbit,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Heparinized plasma+Mammal+Sheep,Plasma,Heparinized plasma,Mammal,Sheep,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Citrate plasma+Mammal+Cow,Plasma,Citrate plasma,Mammal,Cow,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Citrate plasma+Mammal+Dog,Plasma,Citrate plasma,Mammal,Dog,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Citrate plasma+Mammal+Horse,Plasma,Citrate plasma,Mammal,Horse,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Citrate plasma+Mammal+Cat,Plasma,Citrate plasma,Mammal,Cat,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Citrate plasma+Mammal+Marine mammal,Plasma,Citrate plasma,Mammal,Marine mammal,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Citrate plasma+Mammal+Pig,Plasma,Citrate plasma,Mammal,Pig,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Citrate plasma+Mammal+Rabbit,Plasma,Citrate plasma,Mammal,Rabbit,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Citrate plasma+Mammal+Sheep,Plasma,Citrate plasma,Mammal,Sheep,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Peripheral collection device+Mammal+Cow,Plasma,Peripheral collection device,Mammal,Cow,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Peripheral collection device+Mammal+Dog,Plasma,Peripheral collection device,Mammal,Dog,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Peripheral collection device+Mammal+Horse,Plasma,Peripheral collection device,Mammal,Horse,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Peripheral collection device+Mammal+Cat,Plasma,Peripheral collection device,Mammal,Cat,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Peripheral collection device+Mammal+Marine mammal,Plasma,Peripheral collection device,Mammal,Marine mammal,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Peripheral collection device+Mammal+Pig,Plasma,Peripheral collection device,Mammal,Pig,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Peripheral collection device+Mammal+Rabbit,Plasma,Peripheral collection device,Mammal,Rabbit,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Plasma+Peripheral collection device+Mammal+Sheep,Plasma,Peripheral collection device,Mammal,Sheep,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Serum+Mammal+Cow,Serum,Serum,Mammal,Cow,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Serum+Mammal+Dog,Serum,Serum,Mammal,Dog,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Serum+Mammal+Horse,Serum,Serum,Mammal,Horse,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Serum+Mammal+Cat,Serum,Serum,Mammal,Cat,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Serum+Mammal+Marine mammal,Serum,Serum,Mammal,Marine mammal,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Serum+Mammal+Pig,Serum,Serum,Mammal,Pig,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Serum+Mammal+Rabbit,Serum,Serum,Mammal,Rabbit,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Serum+Mammal+Sheep,Serum,Serum,Mammal,Sheep,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Card+Mammal+Cow,Serum,Card,Mammal,Cow,Dry Blood Spot,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Card+Mammal+Dog,Serum,Card,Mammal,Dog,Dry Blood Spot,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Card+Mammal+Horse,Serum,Card,Mammal,Horse,Dry Blood Spot,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Card+Mammal+Cat,Serum,Card,Mammal,Cat,Dry Blood Spot,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Card+Mammal+Marine mammal,Serum,Card,Mammal,Marine mammal,Dry Blood Spot,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Card+Mammal+Pig,Serum,Card,Mammal,Pig,Dry Blood Spot,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Card+Mammal+Rabbit,Serum,Card,Mammal,Rabbit,Dry Blood Spot,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Card+Mammal+Sheep,Serum,Card,Mammal,Sheep,Dry Blood Spot,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Peripheral collection device+Mammal+Cow,Serum,Peripheral collection device,Mammal,Cow,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Peripheral collection device+Mammal+Dog,Serum,Peripheral collection device,Mammal,Dog,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Peripheral collection device+Mammal+Horse,Serum,Peripheral collection device,Mammal,Horse,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Peripheral collection device+Mammal+Cat,Serum,Peripheral collection device,Mammal,Cat,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Peripheral collection device+Mammal+Marine mammal,Serum,Peripheral collection device,Mammal,Marine mammal,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Peripheral collection device+Mammal+Pig,Serum,Peripheral collection device,Mammal,Pig,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Peripheral collection device+Mammal+Rabbit,Serum,Peripheral collection device,Mammal,Rabbit,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Serum+Peripheral collection device+Mammal+Sheep,Serum,Peripheral collection device,Mammal,Sheep,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Dried blood spot (DBS)+Mammal+Cow,Blood,Dried blood spot (DBS),Mammal,Cow,Dry Blood Spot,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Dried blood spot (DBS)+Mammal+Dog,Blood,Dried blood spot (DBS),Mammal,Dog,Dry Blood Spot,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Dried blood spot (DBS)+Mammal+Horse,Blood,Dried blood spot (DBS),Mammal,Horse,Dry Blood Spot,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Dried blood spot (DBS)+Mammal+Cat,Blood,Dried blood spot (DBS),Mammal,Cat,Dry Blood Spot,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Dried blood spot (DBS)+Mammal+Marine mammal,Blood,Dried blood spot (DBS),Mammal,Marine mammal,Dry Blood Spot,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Dried blood spot (DBS)+Mammal+Pig,Blood,Dried blood spot (DBS),Mammal,Pig,Dry Blood Spot,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Dried blood spot (DBS)+Mammal+Rabbit,Blood,Dried blood spot (DBS),Mammal,Rabbit,Dry Blood Spot,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Dried blood spot (DBS)+Mammal+Sheep,Blood,Dried blood spot (DBS),Mammal,Sheep,Dry Blood Spot,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Cord blood+Mammal+Cow,Blood,Cord blood,Mammal,Cow,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Cord blood+Mammal+Dog,Blood,Cord blood,Mammal,Dog,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Cord blood+Mammal+Horse,Blood,Cord blood,Mammal,Horse,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Cord blood+Mammal+Cat,Blood,Cord blood,Mammal,Cat,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Cord blood+Mammal+Marine mammal,Blood,Cord blood,Mammal,Marine mammal,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Cord blood+Mammal+Pig,Blood,Cord blood,Mammal,Pig,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Cord blood+Mammal+Rabbit,Blood,Cord blood,Mammal,Rabbit,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Cord blood+Mammal+Sheep,Blood,Cord blood,Mammal,Sheep,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Platelets+Mammal+Cow,Blood,Platelets,Mammal,Cow,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Platelets+Mammal+Dog,Blood,Platelets,Mammal,Dog,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Platelets+Mammal+Horse,Blood,Platelets,Mammal,Horse,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Platelets+Mammal+Cat,Blood,Platelets,Mammal,Cat,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Platelets+Mammal+Marine mammal,Blood,Platelets,Mammal,Marine mammal,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Platelets+Mammal+Pig,Blood,Platelets,Mammal,Pig,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Platelets+Mammal+Rabbit,Blood,Platelets,Mammal,Rabbit,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Platelets+Mammal+Sheep,Blood,Platelets,Mammal,Sheep,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Red blood cells+Mammal+Cow,Blood,Red blood cells,Mammal,Cow,Cells,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Red blood cells+Mammal+Dog,Blood,Red blood cells,Mammal,Dog,Cells,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Red blood cells+Mammal+Horse,Blood,Red blood cells,Mammal,Horse,Cells,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Red blood cells+Mammal+Cat,Blood,Red blood cells,Mammal,Cat,Cells,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Red blood cells+Mammal+Marine mammal,Blood,Red blood cells,Mammal,Marine mammal,Cells,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Red blood cells+Mammal+Pig,Blood,Red blood cells,Mammal,Pig,Cells,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Red blood cells+Mammal+Rabbit,Blood,Red blood cells,Mammal,Rabbit,Cells,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Red blood cells+Mammal+Sheep,Blood,Red blood cells,Mammal,Sheep,Cells,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Whole blood+Mammal+Cow,Blood,Whole blood,Mammal,Cow,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Whole blood+Mammal+Dog,Blood,Whole blood,Mammal,Dog,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Whole blood+Mammal+Horse,Blood,Whole blood,Mammal,Horse,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Whole blood+Mammal+Cat,Blood,Whole blood,Mammal,Cat,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Whole blood+Mammal+Marine mammal,Blood,Whole blood,Mammal,Marine mammal,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Whole blood+Mammal+Pig,Blood,Whole blood,Mammal,Pig,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Whole blood+Mammal+Rabbit,Blood,Whole blood,Mammal,Rabbit,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Whole blood+Mammal+Sheep,Blood,Whole blood,Mammal,Sheep,Osmolality Independent Biofluids,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Peripheral collection device+Mammal+Cow,Blood,Peripheral collection device,Mammal,Cow,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Peripheral collection device+Mammal+Dog,Blood,Peripheral collection device,Mammal,Dog,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Peripheral collection device+Mammal+Horse,Blood,Peripheral collection device,Mammal,Horse,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Peripheral collection device+Mammal+Cat,Blood,Peripheral collection device,Mammal,Cat,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Peripheral collection device+Mammal+Marine mammal,Blood,Peripheral collection device,Mammal,Marine mammal,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Peripheral collection device+Mammal+Pig,Blood,Peripheral collection device,Mammal,Pig,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
Blood,Other Mammal,Blood+Peripheral collection device+Mammal+Rabbit,Blood,Peripheral collection device,Mammal,Rabbit,Special Protocol,supercategory_2_mammal_rodent_blood,animal_blood.csv,historic_data_lib208_supercategory_2_mammal_rodent_blood.csv
